Title_id,Title,Author_id,show_date,Views,Likes,Link
598,Building a theater that remakes itself,A_2180,2009-10-01,926000,27000,https://ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself
599,Compassion at the dinner table,A_1815,2009-10-01,264000,7900,https://ted.com/talks/james_forbes_compassion_at_the_dinner_table
600,Engineering a better life for all,A_682,2009-10-01,169000,5000,https://ted.com/talks/cat_laine_engineering_a_better_life_for_all
601,Expanding your circle of compassion,A_3582,2009-10-01,371000,11000,https://ted.com/talks/robert_thurman_expanding_your_circle_of_compassion
602,Growing new organs,A_342,2009-10-01,1900000,59000,https://ted.com/talks/anthony_atala_growing_new_organs
603,How I held my breath for 17 minutes,A_1003,2009-10-01,28000000,857000,https://ted.com/talks/david_blaine_how_i_held_my_breath_for_17_minutes
604,"Lose your ego, find your compassion",A_1425,2009-10-01,606000,18000,https://ted.com/talks/feisal_abdul_rauf_lose_your_ego_find_your_compassion
605,Medical miracle on Everest,A_2368,2009-10-01,868000,26000,https://ted.com/talks/ken_kamler_medical_miracle_on_everest
606,The art of the eco-mindshift,A_3086,2009-10-01,470000,14000,https://ted.com/talks/natalie_jeremijenko_the_art_of_the_eco_mindshift
607,The balancing act of compassion,A_1785,2009-10-01,228000,6800,https://ted.com/talks/jackie_tabick_the_balancing_act_of_compassion
608,The big idea my brother inspired,A_1840,2009-10-01,610000,18000,https://ted.com/talks/jamie_heywood_the_big_idea_my_brother_inspired
609,The emotion behind invention,A_1085,2009-10-01,614000,18000,https://ted.com/talks/dean_kamen_the_emotion_behind_invention
610,The evolution of compassion,A_3584,2009-10-01,321000,9600,https://ted.com/talks/robert_wright_the_evolution_of_compassion
611,The magic of the placebo,A_1337,2009-10-01,1200000,37000,https://ted.com/talks/eric_mead_the_magic_of_the_placebo
612,The opportunity of adversity,A_68,2009-10-01,2600000,80000,https://ted.com/talks/aimee_mullins_the_opportunity_of_adversity
613,The profound journey of compassion,A_1082,2009-10-01,476000,14000,https://ted.com/talks/dayananda_saraswati_the_profound_journey_of_compassion
614,The wireless future of medicine,A_1341,2009-10-01,806000,24000,https://ted.com/talks/eric_topol_the_wireless_future_of_medicine
615,Your health depends on where you live,A_509,2009-10-01,1000000,30000,https://ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live
616,10 young Indian artists to watch,A_3464,2009-11-01,517000,15000,https://ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch
617,A new way to fight corruption,A_3814,2009-11-01,617000,18000,https://ted.com/talks/shaffi_mather_a_new_way_to_fight_corruption
618,A second opinion on developmental disorders,A_54,2009-11-01,1100000,33000,https://ted.com/talks/aditi_shankardass_a_second_opinion_on_developmental_disorders
619,A warm embrace that saves lives,A_1853,2009-11-01,970000,29000,https://ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives
620,Art of substance and absence,A_170,2009-11-01,491000,14000,https://ted.com/talks/alwar_balasubramaniam_art_of_substance_and_absence
621,Asia's rise — how and when,A_1634,2009-11-01,2200000,66000,https://ted.com/talks/hans_rosling_asia_s_rise_how_and_when
622,Be suspicious of simple stories,A_4262,2009-11-01,526000,15000,https://ted.com/talks/tyler_cowen_be_suspicious_of_simple_stories
623,Breakthrough designs for ultra-low-cost products,A_3416,2009-11-01,742000,22000,https://ted.com/talks/r_a_mashelkar_breakthrough_designs_for_ultra_low_cost_products
624,Dance to change the world,A_2687,2009-11-01,614000,18000,https://ted.com/talks/mallika_sarabhai_dance_to_change_the_world
625,Dragonflies that fly across oceans,A_704,2009-11-01,637000,19000,https://ted.com/talks/charles_anderson_dragonflies_that_fly_across_oceans
626,East vs. West — the myths that mystify,A_1127,2009-11-01,2300000,71000,https://ted.com/talks/devdutt_pattanaik_east_vs_west_the_myths_that_mystify
627,Embrace your inner girl,A_1397,2009-11-01,1500000,45000,https://ted.com/talks/eve_ensler_embrace_your_inner_girl
628,Fighting cancer with dance,A_227,2009-11-01,882000,26000,https://ted.com/talks/ananda_shankar_jayant_fighting_cancer_with_dance
629,How brains learn to see,A_3319,2009-11-01,965000,28000,https://ted.com/talks/pawan_sinha_how_brains_learn_to_see
630,How low-cost eye care can be world-class,A_4164,2009-11-01,379000,11000,https://ted.com/talks/thulasiraj_ravilla_how_low_cost_eye_care_can_be_world_class
631,How to expose the corrupt,A_3346,2009-11-01,899000,26000,https://ted.com/talks/peter_eigen_how_to_expose_the_corrupt
632,How to make a splash in social media,A_140,2009-11-01,2300000,71000,https://ted.com/talks/alexis_ohanian_how_to_make_a_splash_in_social_media
633,"How we rescued the ""dancing bears""",A_2284,2009-11-01,481000,14000,https://ted.com/talks/kartick_satyanarayan_how_we_rescued_the_dancing_bears
634,India's hidden hotbeds of invention,A_298,2009-11-01,795000,23000,https://ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention
635,"Kids, take charge",A_2416,2009-11-01,1700000,51000,https://ted.com/talks/kiran_sethi_kids_take_charge
636,"Making maps to fight disaster, build economies",A_2459,2009-11-01,418000,12000,https://ted.com/talks/lalitesh_katragadda_making_maps_to_fight_disaster_build_economies
637,My message of peace from Pakistan,A_397,2009-11-01,488000,14000,https://ted.com/talks/asher_hasan_my_message_of_peace_from_pakistan
638,Photographing the hidden story,A_3669,2009-11-01,610000,18000,https://ted.com/talks/ryan_lobo_photographing_the_hidden_story
639,"Radical women, embracing tradition",A_2333,2009-11-01,617000,18000,https://ted.com/talks/kavita_ramdas_radical_women_embracing_tradition
640,"Rhythm is everything, everywhere",A_3906,2009-11-01,593000,17000,https://ted.com/talks/sivamani_rhythm_is_everything_everywhere
641,Solving social problems with a nudge,A_3796,2009-11-01,623000,18000,https://ted.com/talks/sendhil_mullainathan_solving_social_problems_with_a_nudge
642,Take health care off the mainframe,A_1330,2009-11-01,455000,13000,https://ted.com/talks/eric_dishman_take_health_care_off_the_mainframe
643,Teaching one child at a time,A_3875,2009-11-01,1200000,37000,https://ted.com/talks/shukla_bose_teaching_one_child_at_a_time
644,Technology's epic story,A_2388,2009-11-01,719000,21000,https://ted.com/talks/kevin_kelly_technology_s_epic_story
645,The ancient ingenuity of water harvesting,A_357,2009-11-01,1200000,37000,https://ted.com/talks/anupam_mishra_the_ancient_ingenuity_of_water_harvesting
646,The fight against sex slavery,A_4023,2009-11-01,4900000,148000,https://ted.com/talks/sunitha_krishnan_the_fight_against_sex_slavery
647,The neurons that shaped civilization,A_4302,2009-11-01,2300000,71000,https://ted.com/talks/vilayanur_ramachandran_the_neurons_that_shaped_civilization
648,The real danger lurking in the water,A_3624,2009-11-01,529000,15000,https://ted.com/talks/romulus_whitaker_the_real_danger_lurking_in_the_water
649,"The rise of cricket, the rise of India",A_1643,2009-11-01,1000000,31000,https://ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india
650,The technology of the heart,A_1690,2009-11-01,1000000,31000,https://ted.com/talks/his_holiness_the_karmapa_the_technology_of_the_heart
651,The thrilling potential of SixthSense technology,A_3392,2009-11-01,19000000,577000,https://ted.com/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology
652,We are the stories we tell ourselves,A_3847,2009-11-01,919000,27000,https://ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves
653,"Weird, or just different?",A_1120,2009-11-01,4000000,120000,https://ted.com/talks/derek_sivers_weird_or_just_different
654,Why nations should pursue soft power,A_3835,2009-11-01,2400000,72000,https://ted.com/talks/shashi_tharoor_why_nations_should_pursue_soft_power
655,Why we need to go back to Mars,A_2057,2009-11-01,817000,24000,https://ted.com/talks/joel_levine_why_we_need_to_go_back_to_mars
656,The case for same-sex marriage,A_1139,2009-12-01,359000,10000,https://ted.com/talks/diane_j_savino_the_case_for_same_sex_marriage
657,How cyberattacks threaten real-world peace,A_1606,2010-01-01,583000,17000,https://ted.com/talks/guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace
658,My father the forger,A_3740,2010-01-01,678000,20000,https://ted.com/talks/sarah_kaminsky_my_father_the_forger
659,Retrofitting suburbia,A_1281,2010-01-01,781000,23000,https://ted.com/talks/ellen_dunham_jones_retrofitting_suburbia
660,"""(Nothing But) Flowers"" with string quartet",A_1009,2010-02-01,781000,23000,https://ted.com/talks/david_byrne_ethel_thomas_dolby_nothing_but_flowers_with_string_quartet
661,"""Love Is a Loaded Pistol""",A_4148,2010-02-01,630000,18000,https://ted.com/talks/thomas_dolby_love_is_a_loaded_pistol
662,A 3D atlas of the universe,A_676,2010-02-01,2000000,62000,https://ted.com/talks/carter_emmart_a_3d_atlas_of_the_universe
663,A Darwinian theory of beauty,A_1107,2010-02-01,2600000,78000,https://ted.com/talks/denis_dutton_a_darwinian_theory_of_beauty
664,A one-man orchestra of the imagination,A_249,2010-02-01,1400000,44000,https://ted.com/talks/andrew_bird_a_one_man_orchestra_of_the_imagination
665,"And now, the real news",A_2418,2010-02-01,810000,24000,https://ted.com/talks/kirk_citron_and_now_the_real_news
666,Augmented-reality maps,A_534,2010-02-01,1800000,56000,https://ted.com/talks/blaise_aguera_y_arcas_augmented_reality_maps
667,Before Avatar ... a curious boy,A_1811,2010-02-01,2300000,69000,https://ted.com/talks/james_cameron_before_avatar_a_curious_boy
668,Bio-lab on a microchip,A_1465,2010-02-01,330000,9900,https://ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip
669,Bring on the learning revolution!,A_3901,2010-02-01,10000000,302000,https://ted.com/talks/sir_ken_robinson_bring_on_the_learning_revolution
670,"Build a tower, build a team",A_4224,2010-02-01,7000000,212000,https://ted.com/talks/tom_wujec_build_a_tower_build_a_team
671,Can we eat to starve cancer?,A_4365,2010-02-01,5400000,163000,https://ted.com/talks/william_li_can_we_eat_to_starve_cancer
672,Computing a theory of all knowledge,A_3974,2010-02-01,1900000,59000,https://ted.com/talks/stephen_wolfram_computing_a_theory_of_all_knowledge
673,Could this laser zap malaria?,A_3101,2010-02-01,990000,29000,https://ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria
674,Debate: Does the world need nuclear energy?,A_4004,2010-02-01,1700000,51000,https://ted.com/talks/stewart_brand_mark_z_jacobson_debate_does_the_world_need_nuclear_energy
675,"Don't build your home, grow it!",A_3004,2010-02-01,1600000,50000,https://ted.com/talks/mitchell_joachim_don_t_build_your_home_grow_it
676,Every pollen grain has a story,A_2129,2010-02-01,498000,14000,https://ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story
677,Four ways to fix a broken legal system,A_3373,2010-02-01,760000,22000,https://ted.com/talks/philip_k_howard_four_ways_to_fix_a_broken_legal_system
678,Fractals and the art of roughness,A_484,2010-02-01,1500000,47000,https://ted.com/talks/benoit_mandelbrot_fractals_and_the_art_of_roughness
679,Gaming can make a better world,A_1859,2010-02-01,6100000,185000,https://ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world
680,HIV and flu — the vaccine strategy,A_3802,2010-02-01,719000,21000,https://ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy
681,How architecture helped music evolve,A_1008,2010-02-01,1700000,52000,https://ted.com/talks/david_byrne_how_architecture_helped_music_evolve
682,How I fell in love with a fish,A_897,2010-02-01,2400000,74000,https://ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish
683,How poachers became caretakers,A_2088,2010-02-01,444000,13000,https://ted.com/talks/john_kasaona_how_poachers_became_caretakers
684,How to combat modern slavery,A_2382,2010-02-01,1100000,34000,https://ted.com/talks/kevin_bales_how_to_combat_modern_slavery
685,How to start a movement,A_1120,2010-02-01,9600000,290000,https://ted.com/talks/derek_sivers_how_to_start_a_movement
686,How YouTube thinks about copyright,A_2724,2010-02-01,992000,29000,https://ted.com/talks/margaret_gould_stewart_how_youtube_thinks_about_copyright
687,"In the Internet age, dance evolves ...",A_4130,2010-02-01,4099999,123000,https://ted.com/talks/the_lxd_in_the_internet_age_dance_evolves
688,Innovating to zero!,A_512,2010-02-01,8100000,245000,https://ted.com/talks/bill_gates_innovating_to_zero
689,Inside a school for suicide bombers,A_3830,2010-02-01,1200000,36000,https://ted.com/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers
690,Intricate beauty by design,A_2735,2010-02-01,725000,21000,https://ted.com/talks/marian_bantjes_intricate_beauty_by_design
691,Is Pivot a turning point for web exploration?,A_1497,2010-02-01,782000,23000,https://ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration
692,"It's time for ""The Talk""",A_2212,2010-02-01,3800000,115000,https://ted.com/talks/julia_sweeney_it_s_time_for_the_talk
693,LEGO for grownups,A_1686,2010-02-01,1200000,36000,https://ted.com/talks/hillel_cooperman_lego_for_grownups
694,Let's simplify legal jargon!,A_90,2010-02-01,1000000,30000,https://ted.com/talks/alan_siegel_let_s_simplify_legal_jargon
695,"Lies, damned lies and statistics (about TEDTalks)",A_3792,2010-02-01,2500000,77000,https://ted.com/talks/sebastian_wernicke_lies_damned_lies_and_statistics_about_tedtalks
696,Life science in prison,A_3066,2010-02-01,571000,17000,https://ted.com/talks/nalini_nadkarni_life_science_in_prison
697,Measuring what makes life worthwhile,A_742,2010-02-01,3300000,101000,https://ted.com/talks/chip_conley_measuring_what_makes_life_worthwhile
698,"Music is medicine, music is sanity",A_3568,2010-02-01,1400000,42000,https://ted.com/talks/robert_gupta_music_is_medicine_music_is_sanity
699,My 5 lives as an artist,A_3431,2010-02-01,874000,26000,https://ted.com/talks/raghava_kk_my_5_lives_as_an_artist
700,Photos that changed the world,A_2135,2010-02-01,1300000,41000,https://ted.com/talks/jonathan_klein_photos_that_changed_the_world
701,Pointing to the future of UI,A_2106,2010-02-01,1900000,57000,https://ted.com/talks/john_underkoffler_pointing_to_the_future_of_ui
702,Political change with pen and paper,A_3230,2010-02-01,619000,18000,https://ted.com/talks/omar_ahmad_political_change_with_pen_and_paper
703,Science can answer moral questions,A_3692,2010-02-01,7000000,210000,https://ted.com/talks/sam_harris_science_can_answer_moral_questions
704,"Sex, drugs and HIV — let's get rational",A_1271,2010-02-01,1700000,51000,https://ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational
705,Singing old poems to life,A_3088,2010-02-01,1000000,31000,https://ted.com/talks/natalie_merchant_singing_old_poems_to_life
706,Social experiments to fight poverty,A_1374,2010-02-01,1500000,45000,https://ted.com/talks/esther_duflo_social_experiments_to_fight_poverty
707,Suspended animation is within our grasp,A_2771,2010-02-01,802000,24000,https://ted.com/talks/mark_roth_suspended_animation_is_within_our_grasp
708,Take Turns,A_1501,2010-02-01,646000,19000,https://ted.com/talks/gary_lauder_take_turns
709,Teach every child about food,A_1841,2010-02-01,10000000,309000,https://ted.com/talks/jamie_oliver_teach_every_child_about_food
710,The best gift I ever survived,A_3936,2010-02-01,4300000,130000,https://ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived
711,The bio-future of joint replacement,A_2393,2010-02-01,581000,17000,https://ted.com/talks/kevin_stone_the_bio_future_of_joint_replacement
712,The case for anonymity online,A_796,2010-02-01,1800000,54000,https://ted.com/talks/christopher_moot_poole_the_case_for_anonymity_online
713,The danger of science denial,A_2945,2010-02-01,2300000,69000,https://ted.com/talks/michael_specter_the_danger_of_science_denial
714,The fight to end rare-animal trafficking in Brazil,A_2219,2010-02-01,389000,11000,https://ted.com/talks/juliana_machado_ferreira_the_fight_to_end_rare_animal_trafficking_in_brazil
715,The hidden influence of social networks,A_3132,2010-02-01,1800000,55000,https://ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks
716,The lost art of democratic debate,A_2941,2010-02-01,1500000,47000,https://ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate
717,The magnificence of spider silk,A_725,2010-02-01,936000,28000,https://ted.com/talks/cheryl_hayashi_the_magnificence_of_spider_silk
718,The next age of government,A_1012,2010-02-01,779000,23000,https://ted.com/talks/david_cameron_the_next_age_of_government
719,The pattern behind self-deception,A_2943,2010-02-01,2900000,88000,https://ted.com/talks/michael_shermer_the_pattern_behind_self_deception
720,The riddle of experience vs. memory,A_941,2010-02-01,6600000,200000,https://ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory
721,The shape-shifting future of the mobile phone,A_1404,2010-02-01,980000,29000,https://ted.com/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone
722,The tradeoffs of building green,A_687,2010-02-01,911000,27000,https://ted.com/talks/catherine_mohr_the_tradeoffs_of_building_green
723,The world needs all kinds of minds,A_4116,2010-02-01,6200000,188000,https://ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds
724,The year open data went worldwide,A_4172,2010-02-01,796000,23000,https://ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide
725,Toward a science of simplicity,A_1538,2010-02-01,708000,21000,https://ted.com/talks/george_whitesides_toward_a_science_of_simplicity
726,What adults can learn from kids,A_56,2010-02-01,6700000,202000,https://ted.com/talks/adora_svitak_what_adults_can_learn_from_kids
727,When games invade real life,A_1980,2010-02-01,487000,14000,https://ted.com/talks/jesse_schell_when_games_invade_real_life
728,Why I'm a weekday vegetarian,A_1581,2010-02-01,2900000,88000,https://ted.com/talks/graham_hill_why_i_m_a_weekday_vegetarian
729,Why the live arts matter,A_467,2010-02-01,594000,17000,https://ted.com/talks/ben_cameron_why_the_live_arts_matter
730,A choir as big as the Internet,A_1342,2010-03-01,635000,19000,https://ted.com/talks/eric_whitacre_a_choir_as_big_as_the_internet
731,How do you save a shark you know nothing about?,A_3892,2010-03-01,600000,18000,https://ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about
732,Let's raise kids to be entrepreneurs,A_619,2010-03-01,1900000,57000,https://ted.com/talks/cameron_herold_let_s_raise_kids_to_be_entrepreneurs
733,Math class needs a makeover,A_916,2010-03-01,2900000,87000,https://ted.com/talks/dan_meyer_math_class_needs_a_makeover
734,Discovering ancient climates in oceans and ice,A_3553,2010-04-01,657000,19000,https://ted.com/talks/rob_dunbar_discovering_ancient_climates_in_oceans_and_ice
735,Education innovation in the slums,A_710,2010-04-01,949000,28000,https://ted.com/talks/charles_leadbeater_education_innovation_in_the_slums
736,Glimpses of a pristine ocean,A_1322,2010-04-01,402000,12000,https://ted.com/talks/enric_sala_glimpses_of_a_pristine_ocean
737,Glowing life in an underwater world,A_1219,2010-04-01,697000,20000,https://ted.com/talks/edith_widder_glowing_life_in_an_underwater_world
738,Hidden toxins in the fish we eat,A_3968,2010-04-01,455000,13000,https://ted.com/talks/stephen_palumbi_hidden_toxins_in_the_fish_we_eat
739,Hooked by an octopus,A_2975,2010-04-01,1100000,35000,https://ted.com/talks/mike_degruy_hooked_by_an_octopus
740,How to engineer a viral music video,A_45,2010-04-01,1200000,36000,https://ted.com/talks/adam_sadowsky_how_to_engineer_a_viral_music_video
741,How we wrecked the ocean,A_1970,2010-04-01,885000,26000,https://ted.com/talks/jeremy_jackson_how_we_wrecked_the_ocean
742,Learning from Sherman the shark,A_2018,2010-04-01,518000,15000,https://ted.com/talks/jim_toomey_learning_from_sherman_the_shark
743,Lessons from fashion's free culture,A_2064,2010-04-01,1200000,38000,https://ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture
744,Making law on the high seas,A_2446,2010-04-01,413000,12000,https://ted.com/talks/kristina_gjerde_making_law_on_the_high_seas
745,Natural pest control ... using bugs!,A_3862,2010-04-01,459000,13000,https://ted.com/talks/shimon_steinberg_natural_pest_control_using_bugs
746,Pay attention to penguins,A_1099,2010-04-01,455000,13000,https://ted.com/talks/dee_boersma_pay_attention_to_penguins
747,Planning for the end of oil,A_3535,2010-04-01,704000,21000,https://ted.com/talks/richard_sears_planning_for_the_end_of_oil
748,Re-examining the remix,A_2503,2010-04-01,438000,13000,https://ted.com/talks/lawrence_lessig_re_examining_the_remix
749,Saving the ocean one island at a time,A_1589,2010-04-01,543000,16000,https://ted.com/talks/greg_stone_saving_the_ocean_one_island_at_a_time
750,Sustainable seafood? Let's get smart,A_450,2010-04-01,635000,19000,https://ted.com/talks/barton_seaver_sustainable_seafood_let_s_get_smart
751,Sweat the small stuff,A_3636,2010-04-01,1200000,38000,https://ted.com/talks/rory_sutherland_sweat_the_small_stuff
752,Tagging tuna in the deep ocean,A_441,2010-04-01,376000,11000,https://ted.com/talks/barbara_block_tagging_tuna_in_the_deep_ocean
753,The intriguing sound of marine mammals,A_3360,2010-04-01,564000,16000,https://ted.com/talks/peter_tyack_the_intriguing_sound_of_marine_mammals
754,The ocean's glory — and horror,A_578,2010-04-01,1600000,50000,https://ted.com/talks/brian_skerry_the_ocean_s_glory_and_horror
755,The ocean's shifting baseline,A_951,2010-04-01,273000,8200,https://ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline
756,Tough truths about plastic pollution,A_1143,2010-04-01,994000,29000,https://ted.com/talks/dianna_cohen_tough_truths_about_plastic_pollution
757,What a bike ride can teach you,A_3861,2010-04-01,635000,19000,https://ted.com/talks/shimon_schocken_what_a_bike_ride_can_teach_you
758,Why I'm rowing across the Pacific,A_3652,2010-04-01,716000,21000,https://ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific
759,Why we need the explorers,A_568,2010-04-01,2000000,61000,https://ted.com/talks/brian_cox_why_we_need_the_explorers
760,Wiring an interactive ocean,A_2076,2010-04-01,377000,11000,https://ted.com/talks/john_delaney_wiring_an_interactive_ocean
761,How to make work-life balance work,A_3152,2010-05-01,5100000,154000,https://ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
762,Obesity + hunger = 1 global food issue,A_1282,2010-05-01,822000,24000,https://ted.com/talks/ellen_gustafson_obesity_hunger_1_global_food_issue
763,Protecting the brain against concussion,A_2404,2010-05-01,549000,16000,https://ted.com/talks/kim_gorgens_protecting_the_brain_against_concussion
764,The case for collaborative consumption,A_3422,2010-05-01,1400000,43000,https://ted.com/talks/rachel_botsman_the_case_for_collaborative_consumption
765,"Watch me unveil ""synthetic life""",A_865,2010-05-01,1300000,40000,https://ted.com/talks/craig_venter_watch_me_unveil_synthetic_life
766,What matters more than your talents,A_1915,2010-05-01,798000,23000,https://ted.com/talks/jeff_bezos_what_matters_more_than_your_talents
767,7 rules for making more happiness,A_3946,2010-06-01,1900000,57000,https://ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
768,A whistleblower you haven't heard,A_1519,2010-06-01,2800000,84000,https://ted.com/talks/geert_chatrou_a_whistleblower_you_haven_t_heard
769,"Global population growth, box by box",A_1634,2010-06-01,4500000,137000,https://ted.com/talks/hans_rosling_global_population_growth_box_by_box
770,How cognitive surplus will change the world,A_830,2010-06-01,1000000,32000,https://ted.com/talks/clay_shirky_how_cognitive_surplus_will_change_the_world
771,How I taught rats to sniff out land mines,A_449,2010-06-01,642000,19000,https://ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines
772,How social networks predict epidemics,A_3132,2010-06-01,711000,21000,https://ted.com/talks/nicholas_christakis_how_social_networks_predict_epidemics
773,The oil spill's toxic trade-off,A_4042,2010-06-01,240000,7200,https://ted.com/talks/susan_shaw_the_oil_spill_s_toxic_trade_off
774,The oil spill's unseen villains — and victims,A_642,2010-06-01,860000,25000,https://ted.com/talks/carl_safina_the_oil_spill_s_unseen_villains_and_victims
775,The political chemistry of oil,A_2581,2010-06-01,600000,18000,https://ted.com/talks/lisa_margonelli_the_political_chemistry_of_oil
776,The power of vulnerability,A_559,2010-06-01,56000000,1700000,https://ted.com/talks/brene_brown_the_power_of_vulnerability
777,The quantified self,A_1506,2010-06-01,1100000,33000,https://ted.com/talks/gary_wolf_the_quantified_self
778,7 ways games reward the brain,A_4208,2010-07-01,1300000,40000,https://ted.com/talks/tom_chatfield_7_ways_games_reward_the_brain
779,A headset that reads your brainwaves,A_4079,2010-07-01,2800000,84000,https://ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves
780,A monkey economy as irrational as ours,A_2502,2010-07-01,3400000,103000,https://ted.com/talks/laurie_santos_a_monkey_economy_as_irrational_as_ours
781,A vision for sustainable restaurants,A_389,2010-07-01,969000,29000,https://ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
782,An economic reality check,A_4181,2010-07-01,1100000,34000,https://ted.com/talks/tim_jackson_an_economic_reality_check
783,Are mushrooms the new plastic?,A_1206,2010-07-01,1300000,39000,https://ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic
784,Are we born to run?,A_805,2010-07-01,4000000,120000,https://ted.com/talks/christopher_mcdougall_are_we_born_to_run
785,"Be an artist, right now!",A_4411,2010-07-01,2100000,63000,https://ted.com/talks/young_ha_kim_be_an_artist_right_now
786,Bringing peace to the minds of Afghanistan,A_1735,2010-07-01,449000,13000,https://ted.com/talks/inge_missmahl_bringing_peace_to_the_minds_of_afghanistan
787,Did you hear the one about the Iranian-American?,A_2858,2010-07-01,7100000,214000,https://ted.com/talks/maz_jobrani_did_you_hear_the_one_about_the_iranian_american
788,E-voting without fraud,A_1002,2010-07-01,627000,18000,https://ted.com/talks/david_bismark_e_voting_without_fraud
789,Global power shifts,A_2166,2010-07-01,1200000,38000,https://ted.com/talks/joseph_nye_global_power_shifts
790,Glorious visions in animation and performance,A_3006,2010-07-01,964000,28000,https://ted.com/talks/miwa_matreyek_glorious_visions_in_animation_and_performance
791,How big brands can help save biodiversity,A_1887,2010-07-01,524000,15000,https://ted.com/talks/jason_clay_how_big_brands_can_help_save_biodiversity
792,How pig parts make the world turn,A_782,2010-07-01,1300000,40000,https://ted.com/talks/christien_meindertsma_how_pig_parts_make_the_world_turn
793,How we found hundreds of potential Earth-like planets,A_1148,2010-07-01,1300000,39000,https://ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets
794,How web video powers global innovation,A_748,2010-07-01,1900000,57000,https://ted.com/talks/chris_anderson_how_web_video_powers_global_innovation
795,Hurdy-gurdy for beginners,A_664,2010-07-01,872000,26000,https://ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners
796,I am my connectome,A_3789,2010-07-01,1200000,36000,https://ted.com/talks/sebastian_seung_i_am_my_connectome
797,Inside an Antarctic time machine,A_2514,2010-07-01,641000,19000,https://ted.com/talks/lee_hotz_inside_an_antarctic_time_machine
798,Keep your goals to yourself,A_1120,2010-07-01,7300000,221000,https://ted.com/talks/derek_sivers_keep_your_goals_to_yourself
799,Let the environment guide our development,A_2061,2010-07-01,1700000,51000,https://ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development
800,Listening to global voices,A_1384,2010-07-01,869000,26000,https://ted.com/talks/ethan_zuckerman_listening_to_global_voices
801,Making global labor fair,A_419,2010-07-01,719000,21000,https://ted.com/talks/auret_van_heerden_making_global_labor_fair
802,"Meet Milo, the virtual boy",A_3353,2010-07-01,864000,25000,https://ted.com/talks/peter_molyneux_meet_milo_the_virtual_boy
803,Mothers helping mothers fight HIV,A_3003,2010-07-01,291000,8700,https://ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv
804,My green school dream,A_2084,2010-07-01,1200000,36000,https://ted.com/talks/john_hardy_my_green_school_dream
805,My mind-shifting Everest swim,A_2547,2010-07-01,1200000,37000,https://ted.com/talks/lewis_pugh_my_mind_shifting_everest_swim
806,My web playroom,A_4433,2010-07-01,2200000,67000,https://ted.com/talks/ze_frank_my_web_playroom
807,Our century's greatest injustice,A_3856,2010-07-01,1200000,37000,https://ted.com/talks/sheryl_wudunn_our_century_s_greatest_injustice
808,Our natural sleep cycle is nothing like what we do now,A_1978,2010-07-01,3300000,100000,https://ted.com/talks/jessa_gamble_our_natural_sleep_cycle_is_nothing_like_what_we_do_now
809,"Poverty, money — and love",A_1986,2010-07-01,1500000,47000,https://ted.com/talks/jessica_jackley_poverty_money_and_love
810,Re-engineering the brain,A_1548,2010-07-01,755000,22000,https://ted.com/talks/gero_miesenboeck_re_engineering_the_brain
